SRC,TGT,VOT
1278,5979,1
2916,5979,1
1177,5979,1
3776,5979,1
2876,5979,1
2981,5979,1
7986,5979,-1
2118,5979,-1
8797,5979,0
7631,5979,0
281,6346,1
6077,6346,1
7526,6346,1
2741,6346,1
6495,6346,1
5747,6346,1
8929,6346,1
8325,6346,1
2449,6346,1
3202,6346,1
5691,6346,1
11183,6346,1
7655,6346,1
4031,6346,1
8426,6346,1
10160,6346,1
5547,6346,1
6649,6346,1
1840,6346,1
2981,6346,1
6282,6346,1
10549,6346,1
239,6346,1
6057,6346,1
1129,6346,1
5979,6346,1
3765,6346,1
8383,6346,1
929,6346,1
10090,6346,1
10200,6346,1
1699,6346,1
9107,6346,1
9269,6346,1
9755,6346,1
3365,6346,1
9168,6346,1
4094,6346,1
5337,6346,1
603,6346,1
2935,6346,1
7955,6346,1
2316,6346,1
2115,6346,1
5980,6346,1
2320,6346,1
9734,6346,1
5443,6346,1
1117,6346,1
2804,6346,1
1090,6346,1
8332,6346,1
7603,6346,1
1177,6346,1
11119,6346,1
5022,6346,1
6823,6346,1
4671,6346,1
7134,6346,1
10297,6346,-1
256,6346,-1
5004,6346,-1
134,6346,-1
6056,6346,-1
4417,6346,-1
8764,6346,-1
7745,6346,-1
4661,6346,-1
3894,6346,0
10110,6346,0
4708,6346,0
7562,6346,0
1182,6346,0
7518,6346,0
3202,6492,1
8929,6492,1
7614,6492,1
1653,6492,1
10491,6492,1
3244,6492,1
732,6492,1
6991,6492,1
223,6492,1
8386,6492,1
7859,6492,1
6078,6492,1
9164,6492,1
10297,6492,1
8487,6492,1
9798,6492,1
7603,6492,1
1932,6492,1
1090,6492,1
3531,6492,1
2804,6492,1
162,6492,1
5700,6492,1
10446,6492,1
8325,6492,1
10865,6492,1
1098,6492,1
10718,6492,1
838,6492,1
1025,6492,1
8797,6492,1
2696,6492,1
1736,6492,1
2380,6492,1
5074,6492,1
3341,6492,1
9179,6492,1
6823,6492,1
9168,6492,1
866,6492,1
1177,6492,1
943,6492,1
5073,6492,1
456,6492,1
926,6492,1
11266,6492,1
239,6492,1
390,6492,1
8619,6492,1
5576,6492,1
8736,6492,1
5747,6492,1
8753,6492,1
8812,6492,1
5354,6492,1
11164,6492,1
9379,6492,1
11305,6492,1
8815,6492,1
2698,6492,1
3894,6492,1
10293,6492,1
1788,6492,1
1550,6492,1
346,6492,1
2603,6492,1
1647,6492,1
8617,6492,1
6442,6492,1
2487,6492,1
6849,6492,1
10802,6492,1
1969,6492,1
10910,6492,-1
5516,6492,-1
10029,6492,0
9274,6492,0
6057,6565,1
9734,6565,1
6200,6565,1
10232,6565,1
463,6565,1
2696,6565,1
5004,6565,1
2395,6565,1
2067,6565,1
8929,6565,1
8386,6565,1
7973,6565,1
8418,6565,1
10446,6565,1
4502,6565,1
7897,6565,1
8797,6565,1
7631,6565,1
9218,6565,1
11049,6565,1
1427,6565,1
5188,6565,1
3894,6565,1
8720,6565,1
4232,6565,1
7060,6565,1
2449,6565,1
162,6565,1
1736,6565,1
647,6565,1
9107,6565,1
2736,6565,1
6077,6565,1
929,6565,1
8662,6565,1
5554,6565,1
6211,6565,1
1090,6565,1
7964,6565,1
6219,6565,1
6282,6565,1
324,6565,1
9355,6565,1
5066,6565,1
5079,6565,1
2741,6565,1
6823,6565,1
9091,6565,1
9952,6565,1
7181,6565,1
4992,6565,1
4255,6565,1
11308,6565,1
6210,6565,1
10382,6565,1
4414,6565,-1
4661,6565,-1
6991,6565,-1
2121,6565,-1
10590,6565,-1
3707,6565,-1
10156,6565,0
467,6565,0
8271,6571,1
8418,6571,1
3329,6571,1
8443,6571,1
9375,6571,1
6021,6571,1
5188,6571,1
8736,6571,1
7603,6571,1
9534,6571,1
2876,6571,1
11164,6571,1
9053,6571,1
3756,6571,1
1182,6571,1
6212,6571,1
925,6571,1
3226,6571,1
5014,6571,1
3020,6571,1
5616,6571,1
7614,6571,1
2216,6571,1
6952,6571,1
3565,6571,1
8749,6571,1
1795,6571,1
518,6571,1
8223,6571,1
2356,6571,1
4611,6571,1
8093,6571,1
10783,6571,1
4460,6571,1
8154,6571,1
3365,6571,1
3231,6571,1
8424,6571,1
5980,6571,1
2727,6571,1
3894,6571,1
5755,6571,1
290,6571,1
9309,6571,1
8316,6571,1
154,6571,1
10835,6571,1
867,6571,1
9974,6571,1
884,6571,1
3765,6571,1
1647,6571,1
8793,6571,1
1090,6571,1
5815,6571,1
4921,6571,1
8195,6571,1
5458,6571,1
4384,6571,1
4626,6571,1
8325,6571,1
943,6571,1
3527,6571,1
4496,6571,1
6360,6571,1
5622,6571,1
6077,6571,1
10826,6571,1
4859,6571,1
11183,6571,1
1032,6571,1
6602,6571,1
3035,6571,1
4652,6571,1
9258,6571,1
4417,6571,1
9168,6571,1
1815,6571,1
4502,6571,1
8742,6571,1
6971,6571,1
9450,6571,1
9949,6571,1
3580,6571,1
122,6571,-1
1739,6571,0
10766,6571,0
6849,6624,1
1792,6624,1
4852,6624,1
7117,6624,1
10446,6624,1
4611,6624,1
10699,6624,1
8443,6624,1
6083,6624,1
1530,6624,1
8565,6624,1
3580,6624,1
8249,6624,1
5815,6624,1
2142,6624,1
518,6624,1
0,6624,1
7580,6624,1
7835,6624,1
11140,6624,1
2996,6624,1
5700,6624,1
9684,6624,1
7438,6624,1
5877,6624,1
7964,6624,1
7457,6624,1
5188,6624,1
5355,6624,1
1736,6624,1
5354,6624,1
8602,6624,1
1840,6624,1
6219,6624,1
3295,6624,1
8390,6624,1
5063,6624,1
6532,6624,1
10249,6624,1
4876,6624,1
9053,6624,1
6991,6624,1
463,6624,1
1117,6624,1
10001,6624,1
6244,6624,1
3020,6624,1
336,6624,1
5303,6624,1
4976,6624,1
2935,6624,1
456,6624,1
5625,6624,1
7518,6624,1
5997,6624,1
929,6624,1
4862,6624,1
6960,6624,1
10200,6624,1
8093,6624,1
890,6624,1
5676,6624,1
3786,6624,1
4921,6624,1
7336,6624,1
239,6624,1
6204,6624,1
6187,6624,1
2487,6624,1
11124,6624,1
1969,6624,1
717,6624,1
2266,6624,1
9622,6624,1
6602,6624,1
10746,6624,1
1135,6624,1
9339,6624,1
3055,6624,1
4290,6624,1
5092,6624,1
11305,6624,1
5691,6624,1
420,6624,1
8739,6624,1
5980,6624,1
10043,6624,1
6017,6624,1
7294,6624,1
3589,6624,1
5275,6624,1
8143,6624,1
2425,6624,1
10582,6624,1
6891,6624,1
5663,6624,1
4373,6624,1
6450,6624,1
10022,6624,1
1025,6624,1
5262,6624,1
8954,6624,1
5263,6624,1
296,6624,1
6856,6624,1
6172,6624,1
6113,6624,1
3765,6624,1
6823,6624,1
5747,6624,1
5060,6624,1
9702,6624,1
9292,6624,1
6571,6624,1
7288,6624,1
5791,6624,1
7479,6624,1
6052,6624,1
10796,6624,1
6810,6624,1
1278,6624,1
8986,6624,1
8492,6624,1
9949,6624,1
6688,6624,1
2134,6624,1
4602,6624,1
8618,6624,1
8321,6624,1
7955,6624,1
4066,6624,1
5669,6624,1
9309,6624,1
4212,6624,1
6091,6624,1
5073,6624,1
5131,6624,1
2477,6624,1
824,6624,1
6920,6624,1
1096,6624,1
1090,6624,1
9861,6624,1
7567,6624,1
8418,6624,-1
4935,6624,-1
6021,6624,-1
8188,6624,-1
5516,6624,-1
9269,6624,-1
6906,6624,-1
9450,6624,-1
7301,6624,-1
11119,6624,-1
674,6624,-1
943,6624,-1
5494,6624,-1
3226,6624,-1
866,6624,-1
9462,6624,-1
9375,6624,-1
10718,6624,-1
4502,6624,-1
7827,6624,-1
0,6624,-1
2493,6624,-1
8819,6624,-1
2398,6624,-1
4417,6624,-1
1938,6624,-1
9902,6624,-1
8487,6624,-1
8950,6624,-1
0,6624,-1
1739,6624,-1
4314,6624,-1
5905,6624,-1
8562,6624,-1
7154,6624,0
6077,6624,0
9125,6624,0
7704,6624,0
7912,6624,0
6293,6624,0
10712,6624,0
10808,6624,0
1182,6624,0
4115,6624,0
3894,6624,0
7526,6856,1
10200,6856,1
2741,6856,1
7579,6856,1
8783,6856,1
8980,6856,1
5004,6856,1
9734,6856,1
239,6856,1
929,6856,1
3894,6856,1
9934,6856,1
8929,6856,1
10249,6856,1
6532,6856,1
4992,6856,1
7964,6856,1
9168,6856,1
10297,6856,1
7622,6856,1
8256,6856,1
2449,6856,1
7603,6856,1
2320,6856,1
943,6856,1
8617,6856,1
6078,6856,1
6056,6856,1
281,6856,1
4031,6856,1
8386,6856,1
8332,6856,1
8044,6856,1
6817,6856,1
6082,6856,1
1723,6856,1
8325,6856,1
8117,6856,1
117,6856,1
7518,6856,1
6219,6856,1
11049,6856,1
2235,6856,1
8463,6856,1
6823,6856,1
2981,6856,1
4708,6856,1
10787,6856,1
4859,6856,1
7745,6856,1
9269,6856,1
463,6856,1
6934,6856,1
7335,6856,1
9702,6856,1
11158,6856,1
1090,6856,1
1177,6856,1
10446,6856,1
3871,6856,1
5554,6856,1
8386,6960,1
2293,6960,1
674,6960,1
4626,6960,1
7835,6960,1
8443,6960,1
2698,6960,1
6083,6960,1
1025,6960,1
7614,6960,1
5815,6960,1
8618,6960,1
7551,6960,1
8257,6960,1
8195,6960,1
5233,6960,1
6077,6960,1
5700,6960,1
717,6960,1
9462,6960,1
6891,6960,1
11140,6960,1
10826,6960,1
2395,6960,1
518,6960,1
6991,6960,1
5455,6960,1
9195,6960,1
9952,6960,1
7518,6960,1
10001,6960,1
6856,6960,1
9053,6960,1
6920,6960,1
0,6960,1
6688,6960,1
5354,6960,1
9534,6960,1
1050,6960,1
10030,6960,1
943,6960,1
4839,6960,1
10718,6960,1
1325,6960,1
2316,6960,1
239,6960,1
11049,6960,1
3581,6960,1
6571,6960,1
1843,6960,1
6056,6960,1
1278,6960,1
10249,6960,1
2156,6960,1
6219,6960,1
2134,6960,1
4663,6960,1
3894,6960,1
9927,6960,1
4992,6960,1
11105,6960,1
9604,6960,1
2142,6960,1
866,6960,1
8223,6960,1
5417,6960,1
7526,6960,1
11294,6960,1
1874,6960,1
8617,6960,1
1063,6960,1
3365,6960,1
6052,6960,1
9375,6960,1
1736,6960,1
4863,6960,1
6879,6960,1
8487,6960,1
1090,6960,1
5883,6960,1
1653,6960,1
1279,6960,1
3589,6960,1
3055,6960,1
2449,6960,1
2935,6960,1
7226,6960,1
5791,6960,1
10865,6960,1
1177,6960,1
5516,6960,-1
3226,6960,-1
824,6960,-1
9309,6960,-1
3202,6960,0
3020,6960,0
10808,6960,0
7154,6960,0
4502,6960,0
7150,6960,0
9755,7134,1
10446,7134,1
2474,7134,1
2881,7134,1
2741,7134,1
8929,7134,1
1736,7134,1
4048,7134,1
8386,7134,1
5443,7134,1
2395,7134,1
9934,7134,1
11061,7134,1
8618,7134,1
7526,7134,1
2804,7134,1
5354,7134,1
281,7134,1
2981,7134,1
8241,7134,1
6077,7134,1
9168,7134,1
1875,7134,1
2696,7134,1
11158,7134,1
5980,7134,1
6823,7134,1
7299,7134,1
9734,7134,1
3894,7134,1
7603,7134,1
1090,7134,1
8078,7134,1
8514,7134,1
7631,7134,1
5245,7134,1
3769,7134,1
5360,7134,1
4040,7134,1
1025,7134,1
1177,7134,1
2460,7134,1
6057,7134,1
647,7134,1
10,7134,1
8332,7134,1
7589,7134,1
10718,7134,-1
131,7134,-1
3244,7134,-1
555,7221,1
10718,7221,1
647,7221,1
3392,7221,1
2741,7221,1
9996,7221,1
2804,7221,1
281,7221,1
9168,7221,1
6057,7221,1
6056,7221,1
3959,7221,1
4839,7221,1
11049,7221,1
5360,7221,1
6078,7221,1
7134,7221,1
8783,7221,1
7051,7221,1
11158,7221,1
10190,7221,1
1969,7221,1
5277,7221,1
8929,7221,1
1278,7221,1
6495,7221,1
1182,7221,1
7546,7221,1
6823,7221,1
7299,7221,1
8209,7221,1
10297,7221,1
1699,7221,1
6210,7221,1
9734,7221,1
6871,7221,1
2696,7221,1
7344,7221,1
6920,7221,1
1736,7221,1
9720,7221,1
5419,7221,1
5091,7221,1
2987,7221,1
134,7221,1
4417,7221,1
7603,7221,1
463,7221,1
7757,7221,1
5671,7221,1
5074,7221,1
8386,7221,1
1090,7221,1
5354,7221,1
7023,7221,1
1875,7221,1
6219,7221,1
9819,7221,1
1404,7221,1
3182,7221,1
3769,7221,1
10998,7221,1
4992,7221,1
2765,7221,1
5227,7221,1
8980,7221,1
1177,7221,1
7655,7221,1
4004,7221,1
10,7221,1
8332,7221,1
5050,7221,1
2248,7221,1
8797,7221,1
8617,7221,1
239,7221,1
5004,7221,1
2235,7221,1
5200,7221,1
6849,7229,1
9053,7229,1
6293,7229,1
3365,7229,1
1182,7229,1
8325,7229,1
9508,7229,1
239,7229,1
10718,7229,1
8443,7229,1
9927,7229,1
1823,7229,1
5747,7229,1
8271,7229,1
6532,7229,1
8355,7229,1
1025,7229,1
443,7229,1
7614,7229,1
8093,7229,1
8619,7229,1
866,7229,1
4502,7229,1
5661,7229,1
10796,7229,1
9622,7229,1
11140,7229,1
6856,7229,1
6219,7229,1
3786,7229,1
1653,7229,1
1515,7229,1
10030,7229,1
10447,7229,1
2953,7229,1
5700,7229,1
10808,7229,1
3202,7229,1
3020,7229,1
2698,7229,1
8662,7229,1
4305,7229,1
9125,7229,1
10249,7229,1
10446,7229,1
3055,7229,1
5232,7229,1
2134,7229,1
5354,7229,1
8406,7229,1
5542,7229,1
4496,7229,1
9952,7229,1
9450,7229,1
8487,7229,1
1090,7229,1
1589,7229,1
4494,7229,1
5905,7229,1
7717,7229,1
11049,7229,1
3894,7229,1
7221,7229,1
3580,7229,1
5494,7229,-1
3226,7229,-1
9309,7229,-1
8386,7229,0
5883,7229,0
824,7229,0
5979,7449,1
9256,7449,1
239,7449,1
7589,7449,1
8929,7449,1
8357,7449,1
7603,7449,1
9168,7449,1
6495,7449,1
9387,7449,1
5355,7449,1
2765,7449,1
3277,7449,1
8977,7449,1
5004,7449,1
1626,7449,1
414,7449,1
5663,7449,1
10200,7449,1
10984,7449,1
6077,7449,1
5542,7449,1
281,7449,1
5354,7449,1
10153,7449,1
10446,7449,1
1875,7449,1
8386,7449,1
9124,7449,1
10065,7449,1
10718,7449,1
7757,7449,1
7442,7449,1
1063,7449,1
6056,7449,1
3392,7449,1
6823,7449,1
3776,7449,1
2504,7449,1
6713,7449,1
943,7449,1
11158,7449,1
2741,7449,1
7193,7449,1
2696,7449,1
10,7449,1
7526,7449,1
10746,7449,1
8822,7449,1
1278,7449,1
7622,7449,1
1177,7449,1
1090,7449,1
8862,7449,1
6210,7449,1
6285,7449,1
162,7449,1
7134,7449,1
7313,7449,1
6113,7449,1
7859,7449,1
7329,7449,1
6596,7449,1
704,7449,-1
6571,7493,1
10718,7493,1
2487,7493,1
9534,7493,1
9199,7493,1
239,7493,1
943,7493,1
162,7493,1
9604,7493,1
10808,7493,1
6856,7493,1
9508,7493,1
5691,7493,1
8257,7493,1
6344,7493,1
3055,7493,1
2935,7493,1
9053,7493,1
6688,7493,1
1969,7493,1
10249,7493,1
5625,7493,1
6849,7493,1
824,7493,1
7614,7493,1
4907,7493,1
4852,7493,1
8195,7493,1
3020,7493,1
10030,7493,1
10042,7493,1
8618,7493,1
8223,7493,1
2134,7493,1
7150,7493,1
6747,7493,1
10865,7493,1
3894,7493,1
8386,7493,1
9292,7493,1
1653,7493,1
5516,7493,1
5815,7493,1
1736,7493,1
6077,7493,1
3589,7493,1
5354,7493,1
1025,7493,1
8108,7493,1
5101,7493,1
10071,7493,1
6906,7493,1
6052,7493,1
2953,7493,1
5188,7493,1
6282,7493,1
10712,7493,1
866,7493,1
7835,7493,1
10046,7493,1
6780,7493,1
6021,7493,1
7518,7493,1
2316,7493,1
6219,7493,1
1880,7493,1
1090,7493,1
11305,7493,1
1050,7493,1
9428,7493,1
8487,7493,1
5905,7493,1
518,7493,1
4859,7493,1
6971,7493,1
9462,7493,1
2477,7493,1
10723,7493,1
4921,7493,1
0,7493,1
9450,7493,1
4496,7493,1
4663,7493,1
5700,7493,-1
8093,7493,0
8418,7510,1
4992,7510,1
2320,7510,1
4948,7510,1
8256,7510,1
8929,7510,1
2741,7510,1
9168,7510,1
10200,7510,1
6823,7510,1
8325,7510,1
8383,7510,1
8797,7510,1
10023,7510,1
6077,7510,1
4031,7510,1
5905,7510,1
8426,7510,1
4839,7510,1
5004,7510,1
7622,7510,1
6057,7510,1
5354,7510,1
2115,7510,1
647,7510,1
239,7510,1
2665,7510,1
9734,7510,1
3894,7510,1
9085,7510,1
1177,7510,1
11305,7510,1
5627,7510,1
2756,7510,-1
8152,7510,-1
687,7510,-1
11137,7531,1
7518,7531,1
9269,7531,1
5732,7531,1
6713,7531,1
9314,7531,1
8386,7531,1
4048,7531,1
2696,7531,1
2266,7531,1
10446,7531,1
6585,7531,1
380,7531,1
6849,7531,1
5747,7531,1
2741,7531,1
4679,7531,1
6293,7531,1
8271,7531,1
6082,7531,1
10723,7531,1
10718,7531,1
1042,7531,1
8793,7531,1
11263,7531,1
9168,7531,1
6077,7531,1
162,7531,1
8406,7531,1
10383,7531,1
2316,7531,1
8325,7531,1
3055,7531,1
1875,7531,1
9859,7531,1
7827,7531,1
8947,7531,1
63,7531,1
5073,7531,1
866,7531,1
4263,7531,1
9734,7531,1
1653,7531,1
10043,7531,1
3418,7531,1
11308,7531,1
1034,7531,1
1129,7531,1
1782,7531,1
6056,7531,1
5980,7531,1
1736,7531,1
5905,7531,1
7141,7531,1
8487,7531,1
3020,7531,1
10249,7531,1
7546,7531,1
1325,7531,1
3894,7531,1
5354,7531,1
1182,7531,1
5700,7531,1
5663,7531,1
5050,7531,1
8559,7531,1
10464,7531,1
704,7531,1
8600,7531,1
2804,7531,1
9449,7531,1
6321,7531,1
4074,7531,1
5337,7531,1
3035,7531,1
329,7531,1
7912,7531,1
1840,7531,1
3428,7531,1
9949,7531,1
10069,7531,1
1932,7531,1
835,7531,1
2698,7531,1
5261,7531,1
239,7531,1
3188,7531,1
1617,7531,0
5188,7531,0
4565,7531,0
11140,7551,1
6571,7551,1
6688,7551,1
5859,7551,1
662,7551,1
9269,7551,1
463,7551,1
2142,7551,1
5389,7551,1
4502,7551,1
2395,7551,1
2969,7551,1
10718,7551,1
2449,7551,1
8195,7551,1
7526,7551,1
5297,7551,1
5700,7551,1
1711,7551,1
9053,7551,1
7912,7551,1
9314,7551,1
1736,7551,1
3020,7551,1
824,7551,1
3295,7551,1
9168,7551,1
3894,7551,1
6849,7551,1
2698,7551,1
7150,7551,1
6052,7551,1
5815,7551,1
6856,7551,1
6077,7551,1
6442,7551,1
5354,7551,1
7438,7551,1
518,7551,1
8386,7551,1
3580,7551,1
9952,7551,1
293,7551,1
11049,7551,1
9462,7551,1
9508,7551,1
7614,7551,1
8325,7551,1
9125,7551,1
8314,7551,1
3055,7551,1
9534,7551,1
7299,7551,1
10826,7551,1
8600,7551,1
6219,7551,1
1278,7551,1
6259,7551,1
8343,7551,1
4294,7551,1
485,7551,1
8487,7551,1
10808,7551,1
6780,7551,1
3226,7551,1
8443,7551,1
1355,7551,1
7145,7551,1
7106,7551,1
5905,7551,1
10873,7551,1
5188,7551,1
9309,7551,1
10712,7551,1
10030,7551,1
943,7551,1
3219,7551,1
1653,7551,1
6342,7551,1
5791,7551,1
239,7551,1
2134,7551,1
7229,7551,1
866,7551,1
5663,7551,1
9949,7551,1
6879,7551,1
1050,7551,1
10977,7551,1
283,7551,1
4859,7551,1
8223,7551,1
10319,7564,1
2564,7564,1
221,7564,1
10723,7564,1
2779,7564,1
1969,7564,1
10110,7564,1
10802,7564,1
2804,7564,1
2696,7564,1
11156,7564,1
2380,7564,1
7912,7564,1
3148,7564,1
8929,7564,1
8383,7564,1
3246,7564,1
2924,7564,1
5331,7564,1
10976,7564,1
5700,7564,1
5354,7564,1
6849,7564,1
8797,7564,1
1653,7564,1
10446,7564,1
5516,7564,1
2746,7564,1
10297,7564,1
8390,7564,1
9534,7564,1
7655,7564,1
7123,7564,1
5022,7564,1
4059,7564,1
8426,7564,1
647,7564,1
11305,7564,1
5905,7564,1
7744,7564,1
7526,7564,1
3765,7564,1
5570,7564,1
824,7564,1
926,7564,1
8386,7564,1
9164,7564,1
1042,7564,1
4863,7564,1
1090,7564,1
10200,7564,1
239,7564,1
1840,7564,1
9179,7564,1
6920,7564,1
8418,7564,1
8645,7564,1
3831,7564,1
6739,7564,1
1025,7564,-1
9902,7564,-1
732,7564,-1
10718,7564,-1
9952,7564,-1
9168,7564,-1
8078,7564,-1
2316,7564,-1
9309,7564,-1
6056,7564,0
2266,7564,0
6077,7564,0
3392,7564,0
3202,7564,0
10200,7580,1
3202,7580,1
8386,7580,1
8078,7580,1
189,7580,1
1691,7580,1
10110,7580,1
5354,7580,1
5022,7580,1
6056,7580,1
6078,7580,1
4098,7580,1
10718,7580,1
9164,7580,1
8487,7580,1
8565,7580,1
3192,7580,1
1653,7580,1
8325,7580,1
9534,7580,1
2741,7580,1
732,7580,1
6849,7580,1
4871,7580,1
5980,7580,1
2425,7580,1
6816,7580,1
10446,7580,1
1969,7580,1
5322,7580,1
7526,7580,1
9859,7580,1
10249,7580,1
11049,7580,1
1177,7580,1
3350,7580,1
6879,7580,1
10319,7580,1
6345,7580,1
7946,7580,1
2696,7580,1
1098,7580,1
8249,7580,1
8929,7580,1
5261,7580,1
7859,7580,1
8797,7580,1
10548,7580,1
6219,7580,1
8905,7580,1
10485,7580,1
3580,7580,1
2576,7580,1
824,7580,1
10691,7580,1
2504,7580,1
2380,7580,1
9326,7580,1
5700,7580,1
1042,7580,1
3055,7580,1
850,7580,1
4565,7580,1
4784,7580,1
9168,7580,1
9952,7580,1
9449,7580,1
4189,7580,1
1090,7580,1
4679,7580,1
162,7580,1
1788,7580,1
8862,7580,1
1171,7580,1
3894,7580,1
5905,7580,1
835,7580,1
3769,7580,1
9903,7580,1
4859,7580,1
8332,7580,1
2040,7580,1
8411,7580,1
239,7580,1
3468,7580,1
8909,7580,1
9389,7580,1
2981,7580,1
5747,7580,1
1832,7580,1
3392,7580,1
2765,7580,1
9949,7580,1
7335,7580,1
6293,7580,1
9281,7580,1
0,7580,1
926,7580,1
1025,7580,1
5297,7580,1
8923,7580,0
2696,7623,1
2380,7623,1
8386,7623,1
10446,7623,1
6849,7623,1
5516,7623,1
8929,7623,1
5354,7623,1
5700,7623,1
6971,7623,1
5691,7623,1
8720,7623,1
8797,7623,1
10718,7623,1
9734,7623,1
732,7623,1
1653,7623,1
5322,7623,1
5022,7623,1
2981,7623,1
2741,7623,1
1025,7623,1
3894,7623,1
9949,7623,1
223,7623,1
7526,7623,1
2487,7623,1
9164,7623,1
6078,7623,1
4306,7623,1
1042,7623,1
9903,7623,1
3202,7623,1
3765,7623,1
6631,7623,1
1699,7623,1
5766,7623,1
1890,7623,1
4863,7623,1
8736,7623,1
555,7623,1
717,7623,1
1831,7623,1
5355,7623,1
2316,7623,1
4095,7623,1
10110,7623,1
886,7623,1
9534,7623,1
9179,7623,1
1938,7623,1
2861,7623,1
9604,7623,1
6920,7623,1
1980,7623,1
11191,7623,1
4059,7623,1
5905,7623,1
134,7623,1
6739,7623,1
6442,7623,1
7232,7623,1
9168,7623,1
4255,7623,1
7757,7623,1
7946,7623,1
4747,7623,1
3904,7623,1
6879,7623,1
4965,7623,1
2809,7623,1
2570,7623,1
8617,7623,1
0,7623,1
2603,7623,1
6056,7623,1
6823,7623,1
245,7623,1
427,7623,1
8284,7623,1
8979,7623,1
7441,7623,1
1063,7623,1
1736,7623,1
8740,7623,1
10959,7623,1
11033,7623,1
8412,7623,1
9924,7623,1
926,7623,1
8783,7623,1
10548,7623,1
4098,7623,-1
824,7623,-1
5494,7623,-1
8812,7623,-1
10802,7623,-1
3025,7623,-1
2564,7623,-1
7614,7623,-1
2804,7623,-1
3831,7623,-1
4611,7623,-1
7437,7623,-1
8078,7623,-1
9309,7623,-1
2623,7623,-1
4679,7623,-1
5980,7623,-1
8487,7623,-1
666,7623,-1
7221,7623,-1
7912,7623,0
5188,7623,0
6497,7671,1
162,7671,1
929,7671,1
4340,7671,1
10678,7671,1
6022,7671,1
6571,7671,1
4476,7671,1
2741,7671,1
10718,7671,1
5262,7671,1
7614,7671,1
10383,7671,1
3020,7671,1
10808,7671,1
7936,7671,1
4091,7671,1
8386,7671,1
10446,7671,1
5354,7671,1
6077,7671,1
1090,7671,1
3035,7671,1
8793,7671,1
11140,7671,1
9269,7671,1
8819,7671,1
2173,7671,1
8487,7671,1
943,7671,1
11307,7671,1
8078,7671,1
6713,7671,1
884,7671,1
9168,7671,1
1653,7671,1
3894,7671,1
5980,7671,1
11061,7671,1
6823,7671,1
5747,7671,1
1087,7671,1
866,7671,1
5700,7671,1
2953,7671,1
835,7671,1
2328,7671,1
1297,7671,1
2603,7671,1
239,7671,1
4859,7671,1
6219,7671,1
6920,7671,1
3580,7671,1
9309,7671,0
7946,7714,1
1646,7714,1
8386,7714,1
10249,7714,1
8372,7714,1
5354,7714,1
10446,7714,1
281,7714,1
4059,7714,1
2981,7714,1
8426,7714,1
8617,7714,1
9168,7714,1
3180,7714,1
1716,7714,1
619,7714,1
1090,7714,1
7816,7714,1
9124,7714,1
8929,7714,1
732,7714,1
6823,7714,1
6077,7714,1
5058,7714,1
1530,7714,1
10071,7714,1
7603,7714,1
0,7714,1
427,7714,1
6057,7714,1
926,7714,1
223,7714,1
11158,7714,1
5663,7714,1
2741,7714,1
8016,7714,1
2696,7714,1
2449,7714,1
239,7714,1
8797,7714,1
1109,7714,1
4269,7714,1
2942,7714,1
7327,7714,1
5824,7714,1
5466,7714,1
8209,7714,1
5004,7714,1
6849,7714,1
674,7714,1
5494,7714,-1
10718,7714,-1
8845,7714,-1
9309,7714,-1
5905,7714,-1
4627,7714,-1
1025,7714,-1
6211,7714,-1
8152,7714,-1
8980,7714,-1
3392,7714,-1
2316,7714,-1
10068,7714,0
2395,7714,0
7757,7714,0
4384,7835,1
2978,7835,1
10890,7835,1
4852,7835,1
4502,7835,1
929,7835,1
5691,7835,1
1182,7835,1
3580,7835,1
3020,7835,1
3295,7835,1
4305,7835,1
10718,7835,1
4626,7835,1
5815,7835,1
8736,7835,1
6260,7835,1
1025,7835,1
2763,7835,1
10046,7835,1
3586,7835,1
10835,7835,1
1969,7835,1
8195,7835,1
7614,7835,1
10311,7835,1
3527,7835,1
11309,7835,1
9309,7835,1
3756,7835,1
3866,7835,1
10225,7835,1
8739,7835,1
2477,7835,1
3226,7835,1
8487,7835,1
5188,7835,1
7413,7835,1
3350,7835,1
4913,7835,1
8931,7835,1
6293,7835,1
11049,7835,1
5337,7835,1
290,7835,1
2266,7835,1
7479,7835,1
9974,7835,1
6204,7835,1
2635,7835,1
8093,7835,1
518,7835,1
1795,7835,1
8793,7835,1
6021,7835,1
4065,7835,1
8316,7835,1
4460,7835,1
7603,7835,1
5131,7835,1
6077,7835,1
10802,7835,1
2741,7835,1
5354,7835,1
4876,7835,1
2727,7835,1
10766,7835,1
7562,7835,1
2425,7835,1
10553,7835,1
1655,7835,1
2134,7835,1
943,7835,1
6532,7835,1
4689,7835,1
5625,7835,1
3463,7835,1
0,7835,1
10723,7835,1
5616,7835,1
8070,7835,1
9375,7835,1
721,7835,1
9996,7835,1
9149,7835,1
8143,7835,1
1758,7835,1
9534,7835,1
1736,7835,1
4833,7835,1
5690,7835,1
517,7835,1
4673,7835,1
8622,7835,1
394,7835,1
1250,7835,1
2107,7835,1
4810,7835,1
2354,7835,1
10877,7835,1
9292,7835,1
3497,7835,1
7301,7835,1
9949,7835,1
5663,7835,1
2876,7835,1
3829,7835,1
10386,7835,1
8993,7835,1
1090,7835,1
9205,7835,1
11108,7835,1
6210,7835,1
6624,7835,1
122,7835,-1
1032,7835,-1
8592,7835,-1
1833,7835,-1
1840,7835,-1
